cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url
cord-000464,sha000464,bioRxiv,Coronavirus Pandemic Study,10.1000/sample.464,PMC9941274,47824471.0,no-cc,Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena. The implications for public health are discussed.,2022-07-17,"Author 464, Co-Author 464",Cell,,WHO-8599,,,,
cord-000465,,arXiv,Vaccine Coronavirus Epidemiology Immunity Therapy Study,,PMC8615616,92637421.0,no-cc,We analyzed data from multiple sources. This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings. The implications for public health are discussed.,2020-10-21,"Author 465, Co-Author 465",The Lancet,,,,,document_parses/pmc_json/465.json,
cord-000466,,medRxiv,Symptoms Transmission Study,,,58384619.0,no-cc,Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena. The implications for public health are discussed.,2020-08-01,"Author 466, Co-Author 466",,6698204494.0,,,document_parses/pdf_json/466.json,,https://example.com/paper/466
cord-000467,sha000467,Elsevier,Diagnosis Symptoms Therapy Covid-19 Sars-Cov-2 Study,10.1000/sample.467,PMC1870113,21382241.0,cc-by-nc,Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2021-05-23,"Author 467, Co-Author 467",The Lancet,5546169804.0,,2020.3402,,,https://example.com/paper/467
cord-000468,sha000468,PubMed,Sars-Cov-2 Diagnosis Immunity Study,10.1000/sample.468,PMC6419028,91135473.0,no-cc,,2020-09-26,"Author 468, Co-Author 468",,,,,,,
cord-000469,,arXiv,Prevention Pandemic Epidemiology Clinical Study,10.1000/sample.469,PMC7826244,,no-cc,Further research is needed to confirm these findings. The implications for public health are discussed. We analyzed data from multiple sources.,2021-08-15,"Author 469, Co-Author 469",bioRxiv,,,,document_parses/pdf_json/469.json,,
cord-000470,sha000470,WHO,Covid-19 Vaccine Study,10.1000/sample.470,,54942009.0,cc-by,The implications for public health are discussed. We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2.,2021-10-03,"Author 470, Co-Author 470",Virology Journal,,,,,,https://example.com/paper/470
cord-000471,sha000471,arXiv,Antibody Immunity Therapy Study,,PMC8828026,67075357.0,cc-by,Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed. We analyzed data from multiple sources.,2020-03-10,"Author 471, Co-Author 471",bioRxiv,1004123145.0,,,,,
cord-000472,sha000472,Elsevier,Coronavirus Immunity Antibody Clinical Study,10.1000/sample.472,PMC9678130,,no-cc,The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2.,2021-08-20,"Author 472, Co-Author 472",Science,7433122359.0,,,,,
cord-000473,,PMC,Outbreak Clinical Study,10.1000/sample.473,PMC4767293,50475203.0,,We analyzed data from multiple sources. The implications for public health are discussed. Further research is needed to confirm these findings.,2021-08-06,"Author 473, Co-Author 473",,3063480704.0,,,document_parses/pdf_json/473.json,document_parses/pmc_json/473.json,https://example.com/paper/473
cord-000474,sha000474,WHO,Symptoms Outbreak Antiviral Epidemiology Infection Study,10.1000/sample.474,,48521233.0,,This study investigates COVID-19 related phenomena. The implications for public health are discussed. We analyzed data from multiple sources.,2021-04-21,,Nature,7531704552.0,,,,document_parses/pmc_json/474.json,https://example.com/paper/474
cord-000475,sha000475,PMC,Pandemic Vaccine Sars-Cov-2 Study,10.1000/sample.475,PMC9932362,23948250.0,no-cc,The implications for public health are discussed. We analyzed data from multiple sources. Further research is needed to confirm these findings.,2020-09-15,"Author 475, Co-Author 475",bioRxiv,9417116826.0,,,,,https://example.com/paper/475
cord-000476,sha000476,bioRxiv,Pandemic Prevention Antiviral Study,10.1000/sample.476,PMC1086558,,cc-by,Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources. The implications for public health are discussed. Further research is needed to confirm these findings.,2021-06-16,,medRxiv,9032517775.0,WHO-9684,,document_parses/pdf_json/476.json,,https://example.com/paper/476
cord-000477,sha000477,bioRxiv,Treatment Outbreak Immunity Diagnosis Covid-19 Study,10.1000/sample.477,,59541440.0,cc-by-nc,The implications for public health are discussed. Further research is needed to confirm these findings. We analyzed data from multiple sources.,2021-04-11,"Author 477, Co-Author 477",New England Journal of Medicine,1555344321.0,,,,,
cord-000478,sha000478,PubMed,Antiviral Clinical Pandemic Study,10.1000/sample.478,,20250139.0,cc-by-nc,Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed. This study investigates COVID-19 related phenomena.,2020-04-01,"Author 478, Co-Author 478",Cell,,,,,,
cord-000479,sha000479,medRxiv,Therapy Sars-Cov-2 Coronavirus Vaccine Antibody Study,10.1000/sample.479,PMC1425670,29950518.0,cc-by-nc,We analyzed data from multiple sources. Further research is needed to confirm these findings.,2020-10-19,"Author 479, Co-Author 479",Emerging Infectious Diseases,,,,,document_parses/pmc_json/479.json,
cord-000480,sha000480,PMC,Covid-19 Epidemiology Transmission Antibody Study,10.1000/sample.480,PMC4785409,29674854.0,no-cc,We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings. The implications for public health are discussed.,,"Author 480, Co-Author 480",Nature,1622042576.0,WHO-5943,,,,
cord-000481,,arXiv,Epidemiology Clinical Pandemic Infection Study,10.1000/sample.481,PMC8110523,62425387.0,cc-by-nc,We analyzed data from multiple sources. The implications for public health are discussed. This study investigates COVID-19 related phenomena.,2020-07-07,"Author 481, Co-Author 481",Virology Journal,,,,document_parses/pdf_json/481.json,,https://example.com/paper/481
cord-000482,sha000482,medRxiv,Antiviral Immunity Outbreak Study,10.1000/sample.482,PMC5194038,74214057.0,cc-by,The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings. We analyzed data from multiple sources.,2021-08-19,"Author 482, Co-Author 482",Vaccine,,,,document_parses/pdf_json/482.json,,https://example.com/paper/482
cord-000483,sha000483,Elsevier,Clinical Sars-Cov-2 Covid-19 Study,10.1000/sample.483,,25188619.0,no-cc,,2019-04-14,"Author 483, Co-Author 483",PLOS ONE,,,,,,https://example.com/paper/483
cord-000484,sha000484,PMC,Epidemiology Antiviral Clinical Study,10.1000/sample.484,,47376435.0,cc-by-nc,We analyzed data from multiple sources. The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings.,2020-07-23,"Author 484, Co-Author 484",Vaccine,,,,document_parses/pdf_json/484.json,document_parses/pmc_json/484.json,https://example.com/paper/484
cord-000485,sha000485,Elsevier,Coronavirus Antiviral Antibody Study,,,,cc-by,This study investigates COVID-19 related phenomena. We analyzed data from multiple sources. The implications for public health are discussed.,2020-05-06,"Author 485, Co-Author 485",,,,,document_parses/pdf_json/485.json,,https://example.com/paper/485
cord-000486,sha000486,medRxiv,Antibody Symptoms Sars-Cov-2 Study,,PMC1467627,27117558.0,cc-by-nc,Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources.,2022-11-23,"Author 486, Co-Author 486",PLOS ONE,3284482549.0,,,document_parses/pdf_json/486.json,,
cord-000487,sha000487,WHO,Clinical Outbreak Epidemiology Study,,PMC1403047,,,We analyzed data from multiple sources. Further research is needed to confirm these findings. The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2.,2021-10-05,"Author 487, Co-Author 487",,5779301737.0,,,,,https://example.com/paper/487
cord-000488,sha000488,WHO,Coronavirus Therapy Epidemiology Study,10.1000/sample.488,PMC6608665,52857838.0,,We analyzed data from multiple sources. The implications for public health are discussed. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2020-01-20,"Author 488, Co-Author 488",Journal of Medical Virology,4718759226.0,,,document_parses/pdf_json/488.json,,https://example.com/paper/488
cord-000489,sha000489,arXiv,Coronavirus Antiviral Therapy Treatment Sars-Cov-2 Study,10.1000/sample.489,PMC5146548,74597455.0,cc-by,This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings.,2020-07-03,"Author 489, Co-Author 489",medRxiv,,,,,document_parses/pmc_json/489.json,
cord-000490,,arXiv,Covid-19 Pandemic Outbreak Infection Clinical Study,,,65558669.0,cc-by,,2019-05-01,"Author 490, Co-Author 490",Vaccine,2917760909.0,,,document_parses/pdf_json/490.json,,https://example.com/paper/490
cord-000491,,arXiv,Coronavirus Diagnosis Study,10.1000/sample.491,,95443567.0,,Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena.,2020-12-04,"Author 491, Co-Author 491",Journal of Virology,3999214187.0,WHO-8387,,,,
cord-000492,sha000492,Elsevier,Therapy Antibody Immunity Study,10.1000/sample.492,,97772249.0,cc-by,We analyzed data from multiple sources. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2020-01-13,"Author 492, Co-Author 492",Science,,,,,,
cord-000493,,PubMed,Transmission Therapy Study,10.1000/sample.493,,61430248.0,no-cc,Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings.,2021-07-19,"Author 493, Co-Author 493",Emerging Infectious Diseases,1244869229.0,,,,,https://example.com/paper/493
cord-000494,sha000494,PubMed,Clinical Antiviral Immunity Epidemiology Study,10.1000/sample.494,,76719940.0,no-cc,The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings.,2019-01-27,"Author 494, Co-Author 494",PLOS ONE,7108510082.0,,2020.1084,document_parses/pdf_json/494.json,,
cord-000495,sha000495,PubMed,Pandemic Clinical Transmission Covid-19 Treatment Study,,PMC2223240,76115841.0,,This study investigates COVID-19 related phenomena. We analyzed data from multiple sources. Further research is needed to confirm these findings.,2020-04-11,"Author 495, Co-Author 495",Virology Journal,,,,,,
cord-000496,sha000496,WHO,Diagnosis Epidemiology Immunity Antiviral Study,10.1000/sample.496,PMC8357303,40885447.0,no-cc,Further research is needed to confirm these findings. The implications for public health are discussed.,2021-03-06,"Author 496, Co-Author 496",PLOS ONE,1009152377.0,,,document_parses/pdf_json/496.json,,https://example.com/paper/496
cord-000497,,WHO,Sars-Cov-2 Treatment Study,10.1000/sample.497,PMC8490291,87975659.0,cc-by,The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2021-10-14,"Author 497, Co-Author 497",The Lancet,,,,document_parses/pdf_json/497.json,,https://example.com/paper/497
cord-000498,sha000498,bioRxiv,Vaccine Prevention Pandemic Clinical Diagnosis Study,,PMC2435034,80725487.0,cc-by,We analyzed data from multiple sources. The implications for public health are discussed. This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2.,2021-02-12,,Journal of Medical Virology,4212617255.0,,,,,https://example.com/paper/498
cord-000499,,PubMed,Infection Pandemic Outbreak Study,,PMC1559414,39438509.0,no-cc,The implications for public health are discussed. Further research is needed to confirm these findings. We analyzed data from multiple sources.,2020-03-14,"Author 499, Co-Author 499",Virology Journal,2700934484.0,,,,document_parses/pmc_json/499.json,
cord-000500,sha000500,medRxiv,Therapy Infection Antibody Study,10.1000/sample.500,,41567079.0,,Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2.,2019-12-01,"Author 500, Co-Author 500",Virology Journal,5311497955.0,,,,,https://example.com/paper/500
cord-000501,,arXiv,Prevention Sars-Cov-2 Study,10.1000/sample.501,PMC2090992,37283734.0,,Further research is needed to confirm these findings. We analyzed data from multiple sources. The implications for public health are discussed. This study investigates COVID-19 related phenomena.,2020-01-24,,,6065743990.0,,,,,https://example.com/paper/501
cord-000502,sha000502,PMC,Therapy Clinical Study,10.1000/sample.502,PMC2040224,12302458.0,cc-by,Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources. This study investigates COVID-19 related phenomena.,2020-12-21,"Author 502, Co-Author 502",Vaccine,,,2020.6853,,,
cord-000503,sha000503,bioRxiv,Antiviral Covid-19 Sars-Cov-2 Study,10.1000/sample.503,PMC8414160,73609317.0,,We analyzed data from multiple sources. Further research is needed to confirm these findings.,2020-09-07,"Author 503, Co-Author 503",Emerging Infectious Diseases,4048500685.0,,,,,
cord-000504,,medRxiv,Antiviral Epidemiology Treatment Immunity Diagnosis Study,10.1000/sample.504,,24784930.0,,The implications for public health are discussed. We analyzed data from multiple sources. This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2.,2020-08-17,"Author 504, Co-Author 504",Antiviral Research,1268211135.0,WHO-4383,,,,
cord-000505,sha000505,medRxiv,Vaccine Pandemic Outbreak Study,10.1000/sample.505,PMC8245056,,,Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena. We analyzed data from multiple sources.,2021-11-02,"Author 505, Co-Author 505",New England Journal of Medicine,,WHO-4411,2020.3727,,,
cord-000506,,PubMed,Epidemiology Outbreak Prevention Diagnosis Study,10.1000/sample.506,,28703143.0,cc-by,This study investigates COVID-19 related phenomena. The implications for public health are discussed. Further research is needed to confirm these findings.,2020-02-13,"Author 506, Co-Author 506",Cell,2856265751.0,,,,,https://example.com/paper/506
cord-000507,sha000507,PMC,Symptoms Outbreak Antibody Study,,PMC1875823,,cc-by-nc,We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed.,2020-12-14,"Author 507, Co-Author 507",BMJ,8543193130.0,WHO-7568,,,,
cord-000508,,PubMed,Therapy Vaccine Epidemiology Infection Study,,,,cc-by-nc,The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2.,2021-01-14,"Author 508, Co-Author 508",Antiviral Research,4684199646.0,,,document_parses/pdf_json/508.json,document_parses/pmc_json/508.json,
cord-000509,sha000509,PMC,Clinical Antibody Infection Pandemic Study,10.1000/sample.509,,66515994.0,,We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2.,2020-05-08,,medRxiv,,,,,,
cord-000510,,arXiv,Diagnosis Immunity Vaccine Study,10.1000/sample.510,,,cc-by-nc,Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena. We analyzed data from multiple sources.,2021-06-28,"Author 510, Co-Author 510",Cell,4820525427.0,,,document_parses/pdf_json/510.json,,https://example.com/paper/510
cord-000511,sha000511,medRxiv,Epidemiology Antibody Pandemic Study,,PMC4910970,17498162.0,,The implications for public health are discussed. This study investigates COVID-19 related phenomena. We analyzed data from multiple sources. Further research is needed to confirm these findings.,2020-12-12,"Author 511, Co-Author 511",Journal of Virology,9130187688.0,,,,document_parses/pmc_json/511.json,https://example.com/paper/511
cord-000512,sha000512,WHO,Clinical Antiviral Prevention Antibody Study,,PMC1177948,25735123.0,cc-by,This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings. We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2.,2020-06-15,"Author 512, Co-Author 512",Journal of Medical Virology,1875514632.0,WHO-8065,,document_parses/pdf_json/512.json,,https://example.com/paper/512
cord-000513,sha000513,PubMed,Prevention Covid-19 Pandemic Epidemiology Study,10.1000/sample.513,PMC8788136,29203413.0,no-cc,The implications for public health are discussed. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2020-04-01,"Author 513, Co-Author 513",PLOS ONE,4208271113.0,,,document_parses/pdf_json/513.json,,
cord-000514,sha000514,PubMed,Vaccine Sars-Cov-2 Epidemiology Pandemic Clinical Study,10.1000/sample.514,PMC2699161,13536218.0,cc-by,The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources.,2020-11-27,"Author 514, Co-Author 514",Nature,3727303120.0,WHO-1853,,document_parses/pdf_json/514.json,,
cord-000515,sha000515,medRxiv,Diagnosis Symptoms Vaccine Study,10.1000/sample.515,,67003442.0,no-cc,The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena.,2020-07-10,"Author 515, Co-Author 515",Journal of Virology,8593345998.0,,,,,
cord-000516,,bioRxiv,Diagnosis Infection Study,10.1000/sample.516,PMC1435739,24228398.0,cc-by,Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources. The implications for public health are discussed. Further research is needed to confirm these findings.,2021-05-01,"Author 516, Co-Author 516",Cell,,,,document_parses/pdf_json/516.json,,
cord-000517,,medRxiv,Immunity Therapy Study,,PMC6506176,19901281.0,no-cc,This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed.,2021-03-02,,Emerging Infectious Diseases,,,,document_parses/pdf_json/517.json,document_parses/pmc_json/517.json,
cord-000518,,arXiv,Clinical Transmission Study,10.1000/sample.518,PMC2812049,89715350.0,no-cc,We analyzed data from multiple sources. This study investigates COVID-19 related phenomena.,2020-07-02,"Author 518, Co-Author 518",Science,,,,,,
cord-000519,sha000519,bioRxiv,Transmission Epidemiology Diagnosis Immunity Antibody Study,,,14051460.0,cc-by-nc,Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena.,2020-08-23,"Author 519, Co-Author 519",Cell,1466691861.0,WHO-9574,,,,
cord-000520,sha000520,Elsevier,Outbreak Clinical Study,,PMC2133208,,cc-by,This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings.,2021-01-26,"Author 520, Co-Author 520",Journal of Virology,1815493684.0,WHO-4829,,document_parses/pdf_json/520.json,,https://example.com/paper/520
cord-000521,sha000521,PubMed,Antibody Sars-Cov-2 Covid-19 Immunity Vaccine Study,,PMC4248312,,no-cc,,2020-06-30,"Author 521, Co-Author 521",Science,4397756972.0,,,document_parses/pdf_json/521.json,document_parses/pmc_json/521.json,
cord-000522,sha000522,PMC,Therapy Transmission Immunity Study,10.1000/sample.522,PMC3113620,,,,2021-06-13,"Author 522, Co-Author 522",BMJ,,,,,,
cord-000523,sha000523,arXiv,Infection Diagnosis Therapy Study,10.1000/sample.523,PMC5299767,,,This study investigates COVID-19 related phenomena. We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed.,2020-06-27,"Author 523, Co-Author 523",,,,,document_parses/pdf_json/523.json,document_parses/pmc_json/523.json,https://example.com/paper/523
cord-000524,sha000524,medRxiv,Coronavirus Treatment Epidemiology Study,10.1000/sample.524,,65900995.0,cc-by,This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings. The implications for public health are discussed.,2020-09-26,"Author 524, Co-Author 524",Journal of Medical Virology,5169624957.0,,,,document_parses/pmc_json/524.json,https://example.com/paper/524
cord-000525,sha000525,Elsevier,Outbreak Sars-Cov-2 Study,10.1000/sample.525,PMC8459558,,cc-by,This study investigates COVID-19 related phenomena. We analyzed data from multiple sources.,2021-09-22,"Author 525, Co-Author 525",bioRxiv,,,,document_parses/pdf_json/525.json,,https://example.com/paper/525
cord-000526,sha000526,PubMed,Symptoms Clinical Vaccine Coronavirus Diagnosis Study,,,,,,2019-07-06,,Virology Journal,,,,document_parses/pdf_json/526.json,document_parses/pmc_json/526.json,
cord-000527,,PubMed,Covid-19 Antibody Therapy Immunity Study,,,80793145.0,no-cc,The implications for public health are discussed. We analyzed data from multiple sources.,2020-12-08,"Author 527, Co-Author 527",Journal of Medical Virology,9861808974.0,,,,,
cord-000528,,medRxiv,Sars-Cov-2 Vaccine Antibody Study,10.1000/sample.528,,50199242.0,,This study investigates COVID-19 related phenomena. The implications for public health are discussed. We analyzed data from multiple sources. Further research is needed to confirm these findings.,2020-04-02,"Author 528, Co-Author 528",Journal of Medical Virology,,,,,,https://example.com/paper/528
cord-000529,,medRxiv,Diagnosis Antiviral Study,10.1000/sample.529,,55276604.0,,The implications for public health are discussed. We analyzed data from multiple sources.,2020-06-04,"Author 529, Co-Author 529",Nature,5379942591.0,WHO-3372,,document_parses/pdf_json/529.json,document_parses/pmc_json/529.json,
cord-000530,,medRxiv,Coronavirus Antibody Transmission Clinical Study,10.1000/sample.530,PMC9608821,96549919.0,no-cc,Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena. We analyzed data from multiple sources. The implications for public health are discussed.,2022-06-16,"Author 530, Co-Author 530",,7366337616.0,,,,document_parses/pmc_json/530.json,
cord-000531,sha000531,WHO,Epidemiology Treatment Study,10.1000/sample.531,PMC7001942,48489493.0,cc-by-nc,We analyzed data from multiple sources. Further research is needed to confirm these findings.,2020-11-13,"Author 531, Co-Author 531",The Lancet,,,,,,
cord-000532,sha000532,Elsevier,Clinical Outbreak Coronavirus Treatment Pandemic Study,10.1000/sample.532,,,,Further research is needed to confirm these findings. We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena.,2020-07-14,"Author 532, Co-Author 532",Journal of Virology,3499676025.0,,,document_parses/pdf_json/532.json,,https://example.com/paper/532
cord-000533,,arXiv,Antibody Clinical Immunity Study,10.1000/sample.533,PMC3443176,,,We analyzed data from multiple sources. Further research is needed to confirm these findings.,2019-12-22,"Author 533, Co-Author 533",bioRxiv,,WHO-6363,,document_parses/pdf_json/533.json,,
cord-000534,sha000534,medRxiv,Infection Epidemiology Antiviral Symptoms Study,10.1000/sample.534,,91090807.0,cc-by-nc,We analyzed data from multiple sources. The implications for public health are discussed.,2019-09-27,"Author 534, Co-Author 534",Cell,2144183760.0,,,,,https://example.com/paper/534
cord-000535,sha000535,PMC,Pandemic Immunity Study,10.1000/sample.535,,77551168.0,cc-by-nc,Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed. Further research is needed to confirm these findings. We analyzed data from multiple sources.,2019-02-05,"Author 535, Co-Author 535",Emerging Infectious Diseases,3667904464.0,,,document_parses/pdf_json/535.json,,https://example.com/paper/535
cord-000536,,PubMed,Transmission Clinical Sars-Cov-2 Antibody Treatment Study,,,,cc-by,Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources. Further research is needed to confirm these findings.,2020-11-22,"Author 536, Co-Author 536",Virology Journal,,WHO-1144,,,document_parses/pmc_json/536.json,https://example.com/paper/536
cord-000537,sha000537,arXiv,Pandemic Outbreak Symptoms Antiviral Immunity Study,10.1000/sample.537,,66857416.0,no-cc,,2021-04-11,"Author 537, Co-Author 537",Emerging Infectious Diseases,,,,document_parses/pdf_json/537.json,,https://example.com/paper/537
cord-000538,sha000538,WHO,Covid-19 Epidemiology Immunity Symptoms Study,10.1000/sample.538,,70974645.0,no-cc,Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena. The implications for public health are discussed.,2020-06-02,"Author 538, Co-Author 538",Vaccine,,,,,,https://example.com/paper/538
cord-000539,,medRxiv,Antiviral Sars-Cov-2 Diagnosis Therapy Antibody Study,10.1000/sample.539,PMC3425991,44635469.0,cc-by,,2021-09-26,"Author 539, Co-Author 539",,,,,document_parses/pdf_json/539.json,document_parses/pmc_json/539.json,https://example.com/paper/539
cord-000540,sha000540,bioRxiv,Antibody Epidemiology Coronavirus Study,10.1000/sample.540,,77360178.0,cc-by-nc,This study investigates COVID-19 related phenomena. The implications for public health are discussed. Further research is needed to confirm these findings. We analyzed data from multiple sources.,2021-08-03,"Author 540, Co-Author 540",Emerging Infectious Diseases,5770287032.0,,,,document_parses/pmc_json/540.json,
cord-000541,sha000541,PubMed,Treatment Covid-19 Study,10.1000/sample.541,PMC1916158,40509683.0,no-cc,,2021-01-17,"Author 541, Co-Author 541",medRxiv,3762744182.0,,2020.5073,document_parses/pdf_json/541.json,,https://example.com/paper/541
cord-000542,,bioRxiv,Infection Clinical Study,,PMC4278387,31045425.0,no-cc,Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings.,,"Author 542, Co-Author 542",BMJ,6578769857.0,,,,,
cord-000543,,Elsevier,Pandemic Infection Prevention Antibody Antiviral Study,10.1000/sample.543,PMC4376603,,,This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed. We analyzed data from multiple sources.,2020-05-25,"Author 543, Co-Author 543",The Lancet,3901494974.0,,,,,
cord-000544,sha000544,medRxiv,Vaccine Covid-19 Study,,PMC6730290,,cc-by,The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources. Further research is needed to confirm these findings.,2019-07-16,"Author 544, Co-Author 544",,6973394281.0,,,,,
cord-000545,sha000545,medRxiv,Antibody Sars-Cov-2 Coronavirus Epidemiology Covid-19 Study,10.1000/sample.545,,26795114.0,no-cc,Further research is needed to confirm these findings. We analyzed data from multiple sources. This study investigates COVID-19 related phenomena.,2020-09-20,"Author 545, Co-Author 545",Clinical Infectious Diseases,,,,,document_parses/pmc_json/545.json,https://example.com/paper/545
cord-000546,sha000546,bioRxiv,Symptoms Coronavirus Transmission Study,10.1000/sample.546,PMC8841710,63741103.0,no-cc,Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed.,2020-07-29,"Author 546, Co-Author 546",The Lancet,9031063171.0,,,,,https://example.com/paper/546
cord-000547,sha000547,medRxiv,Prevention Outbreak Therapy Antibody Study,10.1000/sample.547,PMC6555698,39381121.0,no-cc,Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed. We analyzed data from multiple sources.,2020-09-17,"Author 547, Co-Author 547",Antiviral Research,1404589321.0,,,,,https://example.com/paper/547
cord-000548,sha000548,medRxiv,Prevention Antibody Covid-19 Infection Epidemiology Study,10.1000/sample.548,PMC6631448,85067208.0,no-cc,The implications for public health are discussed. We analyzed data from multiple sources. This study investigates COVID-19 related phenomena.,2021-02-17,,bioRxiv,,WHO-1452,,,,https://example.com/paper/548
cord-000549,,arXiv,Clinical Covid-19 Study,10.1000/sample.549,PMC8024541,20362848.0,cc-by,The implications for public health are discussed. This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings.,2020-12-24,"Author 549, Co-Author 549",Journal of Virology,,,,,document_parses/pmc_json/549.json,
cord-000550,sha000550,PMC,Sars-Cov-2 Coronavirus Study,10.1000/sample.550,,72872428.0,cc-by,We analyzed data from multiple sources. The implications for public health are discussed. Further research is needed to confirm these findings.,2019-04-04,"Author 550, Co-Author 550",Vaccine,5992932347.0,,,,document_parses/pmc_json/550.json,https://example.com/paper/550
cord-000551,sha000551,medRxiv,Epidemiology Pandemic Diagnosis Outbreak Study,,,97603904.0,no-cc,,2021-07-25,"Author 551, Co-Author 551",bioRxiv,,,,,document_parses/pmc_json/551.json,
cord-000552,,medRxiv,Coronavirus Diagnosis Therapy Infection Study,10.1000/sample.552,PMC1707866,61065827.0,no-cc,We analyzed data from multiple sources. Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena.,2020-09-02,"Author 552, Co-Author 552",New England Journal of Medicine,8177588181.0,WHO-8812,,,,
cord-000553,sha000553,WHO,Covid-19 Antiviral Treatment Symptoms Pandemic Study,,PMC1062026,,no-cc,The implications for public health are discussed. Further research is needed to confirm these findings.,,"Author 553, Co-Author 553",Science,5391495878.0,,,,,
cord-000554,sha000554,arXiv,Outbreak Diagnosis Vaccine Study,10.1000/sample.554,PMC4863356,96791517.0,cc-by-nc,We analyzed data from multiple sources. This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings.,2020-12-21,"Author 554, Co-Author 554",Clinical Infectious Diseases,,,,,document_parses/pmc_json/554.json,https://example.com/paper/554
cord-000555,sha000555,PubMed,Immunity Covid-19 Vaccine Sars-Cov-2 Study,10.1000/sample.555,PMC4575870,46227990.0,,Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena.,2019-08-18,"Author 555, Co-Author 555",New England Journal of Medicine,,WHO-8461,2020.9912,,,https://example.com/paper/555
cord-000556,,PMC,Covid-19 Outbreak Study,10.1000/sample.556,,,,The implications for public health are discussed. Further research is needed to confirm these findings. We analyzed data from multiple sources. This study investigates COVID-19 related phenomena.,2020-08-07,"Author 556, Co-Author 556",The Lancet,7064518450.0,,,,,https://example.com/paper/556
